,n,time,ids,e_ids,rejected,false_rejects
258,259,0.033527374267578125,0,0,37,14
259,260,0.03836536407470703,0,0,32,13
260,261,0.03400254249572754,0,0,35,12
261,262,0.028687238693237305,0,0,35,14
262,263,0.02782726287841797,0,0,34,11
263,264,0.0278317928314209,0,0,45,11
264,265,0.028621673583984375,0,0,40,11
265,266,0.031017065048217773,0,0,33,11
266,267,0.04083585739135742,0,0,36,11
267,268,0.03475832939147949,0,0,32,11
268,269,0.030940771102905273,0,0,38,11
269,270,0.028622865676879883,0,0,44,11
270,271,0.030821800231933594,0,0,39,18
271,272,0.028566598892211914,0,0,40,16
272,273,0.02934861183166504,0,0,39,18
273,274,0.030046463012695312,0,0,40,16
274,275,0.029389619827270508,0,0,39,17
275,276,0.02866816520690918,0,0,42,18
276,277,0.02837347984313965,0,0,40,16
277,278,0.02864670753479004,0,0,45,18
278,279,0.03063511848449707,0,0,43,15
279,280,0.029217243194580078,0,0,41,17
280,281,0.0278470516204834,0,0,45,16
281,282,0.030254840850830078,0,0,45,16
282,283,0.028498172760009766,0,0,45,16
283,284,0.032382965087890625,0,0,44,15
284,285,0.03337669372558594,0,0,42,15
285,286,0.032874345779418945,0,0,46,16
286,287,0.03328895568847656,0,0,47,15
287,288,0.029175519943237305,0,0,50,15
288,289,0.03157830238342285,0,0,43,16
289,290,0.030225515365600586,0,0,45,16
290,291,0.03290200233459473,0,0,44,16
291,292,0.031862497329711914,0,0,45,17
292,293,0.030467748641967773,0,0,46,18
293,294,0.037171125411987305,0,0,44,17
294,295,0.033083200454711914,0,0,38,19
295,296,0.029408693313598633,0,0,43,18
296,297,0.032716989517211914,0,0,49,17
297,298,0.0282137393951416,0,0,48,18
298,299,0.02890801429748535,0,0,42,16
299,300,0.02932119369506836,0,0,48,18
300,301,0.028415441513061523,0,0,40,18
301,302,0.041374921798706055,0,0,41,18
302,303,0.03420257568359375,0,0,41,18
303,304,0.03499245643615723,0,0,48,18
304,305,0.05222511291503906,0,0,40,18
305,306,0.029166221618652344,0,0,43,19
306,307,0.03374934196472168,0,0,44,16
307,308,0.05099892616271973,0,0,49,18
308,309,0.04434847831726074,0,0,43,16
309,310,0.03314828872680664,0,0,43,16
310,311,0.034065961837768555,0,0,46,16
311,312,0.03609061241149902,0,0,55,18
312,313,0.04617881774902344,0,0,47,16
313,314,0.03352499008178711,0,0,47,15
314,315,0.029592275619506836,0,0,47,17
315,316,0.028861522674560547,0,0,51,16
316,317,0.029093265533447266,0,0,43,17
317,318,0.030091285705566406,0,0,47,18
318,319,0.03072524070739746,0,0,55,18
319,320,0.03203296661376953,0,0,50,18
320,321,0.03376412391662598,0,0,60,18
321,322,0.03714632987976074,0,0,54,18
322,323,0.033997297286987305,0,0,55,18
323,324,0.03306221961975098,0,0,53,18
324,325,0.035600900650024414,0,0,48,18
325,326,0.02866339683532715,0,0,48,18
326,327,0.028322219848632812,0,0,46,17
327,328,0.0273892879486084,0,0,46,18
328,329,0.03949785232543945,0,0,59,18
329,330,0.0334630012512207,0,0,43,18
330,331,0.030232667922973633,0,0,50,16
331,332,0.028085947036743164,0,0,47,16
332,333,0.029436588287353516,0,0,44,16
333,334,0.02841496467590332,0,0,47,18
334,335,0.02877974510192871,0,0,49,18
335,336,0.028679370880126953,0,0,47,18
336,337,0.0319218635559082,0,0,42,16
337,338,0.02927088737487793,0,0,47,16
338,339,0.028928756713867188,0,0,44,14
339,340,0.027719736099243164,0,0,46,16
340,341,0.02971673011779785,0,0,47,16
341,342,0.02841496467590332,0,0,49,16
342,343,0.028827905654907227,0,0,46,16
343,344,0.027585506439208984,0,0,50,16
344,345,0.031366825103759766,0,0,46,16
345,346,0.03541374206542969,0,0,51,14
346,347,0.030132055282592773,0,0,51,14
347,348,0.032073020935058594,0,0,56,16
348,349,0.03293561935424805,0,0,49,16
349,350,0.03316998481750488,0,0,58,16
350,351,0.031014204025268555,0,0,61,16
351,352,0.029629230499267578,0,0,52,16
352,353,0.028717517852783203,0,0,55,16
353,354,0.0295255184173584,0,0,48,16
354,355,0.028238773345947266,0,0,45,16
355,356,0.029627084732055664,0,0,53,16
356,357,0.028797388076782227,0,0,56,16
357,358,0.030003786087036133,0,0,55,16
358,359,0.03333473205566406,0,0,60,16
359,360,0.03440356254577637,0,0,49,16
360,361,0.031754493713378906,0,0,29,16
361,362,0.028664350509643555,0,0,35,12
362,363,0.02843761444091797,0,0,35,14
363,364,0.028918027877807617,0,0,34,14
364,365,0.03211355209350586,0,0,33,10
365,366,0.032685279846191406,0,0,40,10
366,367,0.029462575912475586,0,0,38,10
367,368,0.03024768829345703,0,0,38,10
368,369,0.026205062866210938,0,0,40,9
369,370,0.028753042221069336,0,0,47,12
370,371,0.02705860137939453,0,0,39,11
371,372,0.03381681442260742,0,0,46,11
372,373,0.03015613555908203,0,0,46,11
373,374,0.02621316909790039,0,0,37,9
374,375,0.030796289443969727,0,0,41,12
375,376,0.027965545654296875,0,0,45,12
376,377,0.029500722885131836,0,0,46,12
377,378,0.03513145446777344,0,0,37,12
378,379,0.030394792556762695,0,0,46,12
379,380,0.030188560485839844,0,0,42,12
380,381,0.033736228942871094,0,0,46,12
381,382,0.03183698654174805,0,0,46,12
382,383,0.031975507736206055,0,0,50,12
383,384,0.03315258026123047,0,0,45,12
384,385,0.027737855911254883,0,0,52,14
385,386,0.027446269989013672,0,0,54,12
386,387,0.0275113582611084,0,0,45,12
387,388,0.02794957160949707,0,0,49,14
388,389,0.028037309646606445,0,0,54,12
389,390,0.028317689895629883,0,0,56,16
390,391,0.028107404708862305,0,0,53,16
391,392,0.027884960174560547,0,0,54,16
392,393,0.028653383255004883,0,0,63,18
393,394,0.02804255485534668,0,0,54,16
394,395,0.029546499252319336,0,0,56,16
395,396,0.03274846076965332,0,0,57,16
396,397,0.027344465255737305,0,0,70,18
397,398,0.029343128204345703,0,0,58,16
398,399,0.03467130661010742,0,0,64,19
399,400,0.02827906608581543,0,0,56,18
400,401,0.03241777420043945,0,0,56,19
401,402,0.04064464569091797,0,0,64,20
402,403,0.02741098403930664,0,0,53,18
403,404,0.031075239181518555,0,0,56,18
404,405,0.030283689498901367,0,0,64,18
405,406,0.02844691276550293,0,0,61,18
406,407,0.030651092529296875,0,0,51,18
407,408,0.029775381088256836,0,0,65,18
408,409,0.03826308250427246,0,0,64,18
409,410,0.03373980522155762,0,0,65,18
410,411,0.0367732048034668,0,0,56,19
411,412,0.03361058235168457,0,0,57,18
412,413,0.027971267700195312,0,0,54,18
413,414,0.030619144439697266,0,0,62,18
414,415,0.0296628475189209,0,0,64,19
415,416,0.02865910530090332,0,0,58,19
416,417,0.031375885009765625,0,0,57,20
417,418,0.03166627883911133,0,0,57,20
418,419,0.04023575782775879,0,0,53,19
419,420,0.03753542900085449,0,0,52,19
420,421,0.02897357940673828,0,0,53,19
421,422,0.02860546112060547,0,0,48,20
422,423,0.031995296478271484,0,0,48,20
423,424,0.03126883506774902,0,0,52,20
424,425,0.034148454666137695,0,0,59,20
425,426,0.03358268737792969,0,0,51,18
426,427,0.03354454040527344,0,0,48,19
427,428,0.04278087615966797,0,0,52,19
428,429,0.05996847152709961,0,0,58,21
429,430,0.04147648811340332,0,0,57,22
430,431,0.03220558166503906,0,0,60,20
431,432,0.033037662506103516,0,0,71,25
432,433,0.04325556755065918,0,0,60,23
433,434,0.07158660888671875,0,0,50,21
434,435,0.04395747184753418,0,0,49,22
435,436,0.0634615421295166,0,0,60,22
436,437,0.050336599349975586,0,0,54,21
437,438,0.04965496063232422,0,0,62,25
438,439,0.04636049270629883,0,0,63,23
439,440,0.03451824188232422,0,0,65,23
440,441,0.03666234016418457,0,0,73,25
441,442,0.03513312339782715,0,0,62,24
442,443,0.029544591903686523,0,0,67,21
443,444,0.030585050582885742,0,0,58,22
444,445,0.029884815216064453,0,0,71,24
445,446,0.03400754928588867,0,0,68,20
446,447,0.03814554214477539,0,0,70,22
447,448,0.03796982765197754,0,0,71,24
448,449,0.0377812385559082,0,0,70,24
449,450,0.035311222076416016,0,0,60,24
450,451,0.03421187400817871,0,0,64,26
451,452,0.030359745025634766,0,0,58,24
452,453,0.029259920120239258,0,0,68,27
453,454,0.030249357223510742,0,0,67,27
454,455,0.030242204666137695,0,0,69,29
455,456,0.0379633903503418,0,0,68,27
456,457,0.04537510871887207,0,0,76,28
457,458,0.030747175216674805,0,0,66,26
458,459,0.03225374221801758,0,0,70,26
459,460,0.03090667724609375,0,0,69,27
460,461,0.03133988380432129,0,0,73,26
461,462,0.040535926818847656,0,0,70,26
462,463,0.03360462188720703,0,0,76,26
463,464,0.030963420867919922,0,0,70,24
464,465,0.030698537826538086,0,0,76,25
465,466,0.029870033264160156,0,0,73,26
466,467,0.030818700790405273,0,0,75,24
467,468,0.033568382263183594,0,0,76,24
468,469,0.04421067237854004,0,0,65,25
469,470,0.0364840030670166,0,0,61,26
470,471,0.03539681434631348,0,0,70,28
471,472,0.04462432861328125,0,0,71,24
472,473,0.036424875259399414,0,0,69,23
473,474,0.03652811050415039,0,0,72,22
474,475,0.03149819374084473,0,0,70,24
475,476,0.03439903259277344,0,0,68,22
476,477,0.03199315071105957,0,0,79,23
477,478,0.03465557098388672,0,0,68,23
478,479,0.036809444427490234,0,0,66,19
479,480,0.03718280792236328,0,0,75,22
480,481,0.041166067123413086,0,0,68,21
481,482,0.04615473747253418,0,0,68,22
482,483,0.04318952560424805,0,0,64,20
483,484,0.04250383377075195,0,0,76,22
484,485,0.045983076095581055,0,0,65,18
485,486,0.038117170333862305,0,0,72,20
486,487,0.03847312927246094,0,0,69,19
487,488,0.04095458984375,0,0,60,16
488,489,0.03793478012084961,0,0,66,16
489,490,0.03838825225830078,0,0,59,17
490,491,0.03998136520385742,0,0,72,17
491,492,0.04246950149536133,0,0,61,16
492,493,0.03973126411437988,0,0,67,16
493,494,0.03582882881164551,0,0,67,14
494,495,0.03557324409484863,0,0,66,14
495,496,0.039809465408325195,0,0,66,16
496,497,0.038671255111694336,0,0,63,16
497,498,0.03528547286987305,0,0,65,16
498,499,0.03715395927429199,0,0,63,16
499,500,0.04340314865112305,0,0,65,18
500,501,0.031212329864501953,0,0,59,16
501,502,0.030833959579467773,0,0,68,17
502,503,0.03220725059509277,0,0,67,18
503,504,0.030719757080078125,0,0,69,18
504,505,0.03283286094665527,0,0,59,14
505,506,0.0315248966217041,0,0,65,16
506,507,0.030269861221313477,0,0,65,16
507,508,0.033206939697265625,0,0,59,15
508,509,0.03712606430053711,0,0,71,15
509,510,0.03614211082458496,0,0,62,14
510,511,0.039754629135131836,0,0,69,16
511,512,0.03620719909667969,0,0,57,15
512,513,0.03668522834777832,0,0,64,17
513,514,0.03546762466430664,0,0,62,14
514,515,0.0422365665435791,0,0,60,15
515,516,0.03743100166320801,0,0,67,16
516,517,0.03891611099243164,0,0,63,13
517,518,0.029953956604003906,0,0,59,15
518,519,0.03188943862915039,0,0,58,10
519,520,0.03181719779968262,0,0,58,15
520,521,0.029961109161376953,0,0,56,10
521,522,0.029937744140625,0,0,55,13
522,523,0.029323339462280273,0,0,56,11
523,524,0.03244519233703613,0,0,55,13
524,525,0.04474925994873047,0,0,49,11
525,526,0.04276609420776367,0,0,53,13
526,527,0.03675723075866699,0,0,55,10
527,528,0.035544395446777344,0,0,49,13
528,529,0.03261542320251465,0,0,62,12
529,530,0.0350494384765625,0,0,59,12
530,531,0.030246734619140625,0,0,55,13
531,532,0.033621788024902344,0,0,52,12
532,533,0.03364133834838867,0,0,57,13
533,534,0.033510446548461914,0,0,63,12
534,535,0.03000020980834961,0,0,53,12
535,536,0.030618667602539062,0,0,55,14
536,537,0.03061842918395996,0,0,53,11
537,538,0.029262781143188477,0,0,55,10
538,539,0.039626121520996094,0,0,54,11
539,540,0.04002642631530762,0,0,60,12
540,541,0.03658032417297363,0,0,56,12
541,542,0.03349733352661133,0,0,60,13
542,543,0.03527069091796875,0,0,54,15
543,544,0.031447649002075195,0,0,65,14
544,545,0.03156614303588867,0,0,65,12
545,546,0.04154562950134277,0,0,63,12
546,547,0.03792905807495117,0,0,63,11
547,548,0.03733563423156738,0,0,62,11
548,549,0.032892704010009766,0,0,61,13
549,550,0.038718223571777344,0,0,68,12
550,551,0.04137682914733887,0,0,69,12
551,552,0.03350472450256348,0,0,60,11
552,553,0.03703737258911133,0,0,69,15
553,554,0.04395174980163574,0,0,78,13
554,555,0.03780961036682129,0,0,68,12
555,556,0.039774417877197266,0,0,72,14
556,557,0.04031014442443848,0,0,69,12
557,558,0.042204856872558594,0,0,72,14
558,559,0.03621554374694824,0,0,71,13
559,560,0.03496718406677246,0,0,72,13
560,561,0.03971052169799805,0,0,76,13
561,562,0.0357210636138916,0,0,72,12
562,563,0.0343015193939209,0,0,77,12
563,564,0.03611326217651367,0,0,81,11
564,565,0.040950775146484375,0,0,69,11
565,566,0.03612828254699707,0,0,88,12
566,567,0.032906532287597656,0,0,84,12
567,568,0.036333322525024414,0,0,73,13
568,569,0.04026079177856445,0,0,78,13
569,570,0.03820991516113281,0,0,73,15
570,571,0.03764081001281738,0,0,82,14
571,572,0.043470144271850586,0,0,83,12
572,573,0.0514986515045166,0,0,86,15
573,574,0.03765726089477539,0,0,95,15
574,575,0.03783059120178223,0,0,87,17
575,576,0.04109930992126465,0,0,85,17
576,577,0.04906296730041504,0,0,94,17
577,578,0.03846144676208496,0,0,97,18
578,579,0.03409242630004883,0,0,96,21
579,580,0.03670310974121094,0,0,102,20
580,581,0.03922390937805176,0,0,108,23
581,582,0.03417849540710449,0,0,102,24
582,583,0.035231828689575195,0,0,99,25
583,584,0.03529238700866699,0,0,113,25
584,585,0.0372622013092041,0,0,117,25
585,586,0.03677630424499512,0,0,117,28
586,587,0.04044747352600098,0,0,120,26
587,588,0.043318748474121094,0,0,117,26
588,589,0.03968095779418945,0,0,131,28
589,590,0.04787445068359375,0,0,131,28
590,591,0.04323601722717285,0,0,117,30
591,592,0.04491448402404785,0,0,134,30
592,593,0.04599618911743164,0,0,138,33
593,594,0.04914450645446777,0,0,138,33
594,595,0.03910183906555176,0,0,133,29
595,596,0.03588271141052246,0,0,146,32
596,597,0.04005289077758789,0,0,160,35
597,598,0.042374610900878906,0,0,149,36
598,599,0.036149024963378906,0,0,145,35
599,600,0.03993701934814453,0,0,149,37
600,601,0.03933072090148926,0,0,157,36
601,602,0.04192495346069336,0,0,159,36
602,603,0.038358449935913086,0,0,154,34
603,604,0.03512930870056152,0,0,165,33
604,605,0.045233726501464844,0,0,161,39
605,606,0.0431210994720459,0,0,170,41
606,607,0.041030168533325195,0,0,177,40
607,608,0.04835796356201172,0,0,166,42
608,609,0.037761688232421875,0,0,155,39
609,610,0.03641510009765625,0,0,160,45
610,611,0.03717970848083496,0,0,154,44
611,612,0.05238461494445801,0,0,151,44
612,613,0.045592546463012695,0,0,146,44
613,614,0.040860652923583984,0,0,148,44
614,615,0.041782379150390625,0,0,142,38
615,616,0.047705650329589844,0,0,136,37
616,617,0.04184365272521973,0,0,142,42
617,618,0.03815102577209473,0,0,128,40
618,619,0.03792738914489746,0,0,145,43
619,620,0.04382061958312988,0,0,130,39
620,621,0.03994941711425781,0,0,138,44
621,622,0.04969024658203125,0,0,147,40
622,623,0.03589510917663574,0,0,133,38
623,624,0.039359092712402344,0,0,141,38
624,625,0.04138541221618652,0,0,144,42
625,626,0.03980135917663574,0,0,144,41
626,627,0.03948378562927246,0,0,119,43
627,628,0.03351330757141113,0,0,109,38
628,629,0.03495192527770996,0,0,106,40
629,630,0.04223036766052246,0,0,123,41
630,631,0.0332942008972168,0,0,71,28
631,632,0.030663490295410156,0,0,72,29
632,633,0.030387163162231445,0,0,66,28
633,634,0.03527092933654785,0,0,69,30
634,635,0.04087424278259277,0,0,74,28
635,636,0.03218555450439453,0,0,68,29
636,637,0.03385519981384277,0,0,68,30
637,638,0.02970743179321289,0,0,57,27
638,639,0.029456138610839844,0,0,56,28
639,640,0.04157757759094238,0,0,65,30
640,641,0.0411837100982666,0,0,63,26
641,642,0.034885406494140625,0,0,56,26
642,643,0.035201072692871094,0,0,60,24
643,644,0.03484034538269043,0,0,59,28
644,645,0.033737897872924805,0,0,62,29
645,646,0.03623771667480469,0,0,54,25
646,647,0.03359818458557129,0,0,55,26
647,648,0.03423452377319336,0,0,51,24
648,649,0.03393077850341797,0,0,61,26
649,650,0.030128955841064453,0,0,63,28
650,651,0.03925323486328125,0,0,61,29
651,652,0.04748797416687012,0,0,55,27
652,653,0.04427909851074219,0,0,61,32
653,654,0.05051565170288086,0,0,65,30
654,655,0.0348050594329834,0,0,58,27
655,656,0.046823740005493164,0,0,71,31
656,657,0.03416299819946289,0,0,63,31
657,658,0.03739523887634277,0,0,72,33
658,659,0.030766963958740234,0,0,63,33
659,660,0.033510446548461914,0,0,67,34
660,661,0.03176069259643555,0,0,59,28
661,662,0.03252911567687988,0,0,61,32
662,663,0.03189706802368164,0,0,63,27
663,664,0.03333711624145508,0,0,65,33
