,n,time,ids,e_ids,rejected,false_rejects
223,224,0.03527235984802246,17,0,20,6
224,225,0.04057788848876953,16,1,22,8
225,226,0.04037976264953613,16,1,20,8
226,227,0.039733171463012695,16,1,21,9
227,228,0.03466939926147461,17,0,22,11
228,229,0.0347900390625,17,0,20,8
229,230,0.034940481185913086,17,0,20,9
230,231,0.0334467887878418,17,0,16,6
231,232,0.044893503189086914,17,0,19,8
232,233,0.03527569770812988,17,0,19,8
233,234,0.03301548957824707,17,0,18,9
234,235,0.03335237503051758,17,0,21,9
235,236,0.03311777114868164,17,0,22,8
236,237,0.03544354438781738,17,0,22,10
237,238,0.03856992721557617,17,0,21,9
238,239,0.03448152542114258,17,0,19,7
239,240,0.03554272651672363,17,0,20,7
240,241,0.03783822059631348,15,2,20,10
241,242,0.03521108627319336,16,1,23,11
242,243,0.0335240364074707,17,0,16,5
243,244,0.04021573066711426,17,0,17,6
244,245,0.03948211669921875,16,1,21,10
245,246,0.032439231872558594,17,0,20,10
246,247,0.03304338455200195,17,0,20,9
247,248,0.03946876525878906,16,1,18,6
248,249,0.03439188003540039,15,1,22,10
249,250,0.03330826759338379,16,0,18,9
250,251,0.03957557678222656,16,0,18,7
251,252,0.0384674072265625,15,1,18,6
252,253,0.03499579429626465,17,0,20,6
253,254,0.040158748626708984,17,0,20,8
254,255,0.03605461120605469,17,0,16,5
255,256,0.03878283500671387,16,1,18,7
256,257,0.03360390663146973,17,0,16,6
257,258,0.03217768669128418,17,0,18,7
258,259,0.03327012062072754,16,0,16,7
259,260,0.03397369384765625,16,0,17,7
260,261,0.033895254135131836,16,1,17,8
261,262,0.033899784088134766,16,0,18,8
262,263,0.036992549896240234,16,0,18,8
263,264,0.033255577087402344,17,0,13,4
264,265,0.03963065147399902,16,0,16,7
265,266,0.038779258728027344,17,0,17,8
266,267,0.03459453582763672,17,0,16,7
267,268,0.03456521034240723,17,0,16,6
268,269,0.03645801544189453,17,0,15,7
269,270,0.04076194763183594,17,0,14,6
270,271,0.04201793670654297,17,0,15,7
271,272,0.04353046417236328,16,1,18,10
272,273,0.03792548179626465,16,1,17,9
273,274,0.04210019111633301,16,1,21,12
274,275,0.037766218185424805,15,1,18,11
275,276,0.03657126426696777,15,2,15,6
276,277,0.04134178161621094,17,0,19,9
277,278,0.03705883026123047,17,0,17,7
278,279,0.033135175704956055,16,1,16,8
279,280,0.03166961669921875,17,0,21,11
280,281,0.02533721923828125,17,0,17,6
281,282,0.02969050407409668,16,0,23,10
282,283,0.03510570526123047,16,1,19,8
283,284,0.0371396541595459,16,0,19,9
284,285,0.042519330978393555,16,0,17,9
285,286,0.04113411903381348,14,1,20,12
286,287,0.040554046630859375,16,0,20,12
287,288,0.03613018989562988,16,0,15,8
288,289,0.028053998947143555,15,0,14,7
289,290,0.032869577407836914,16,0,16,7
290,291,0.03719782829284668,15,0,12,6
291,292,0.03479957580566406,17,0,15,9
292,293,0.035393476486206055,15,0,15,8
293,294,0.0449519157409668,14,1,18,12
294,295,0.034502267837524414,15,0,14,7
295,296,0.03616046905517578,16,0,12,3
296,297,0.037534236907958984,15,0,14,8
297,298,0.036017656326293945,16,0,11,5
298,299,0.03446030616760254,15,0,17,6
299,300,0.03942441940307617,17,0,15,7
300,301,0.03864455223083496,16,1,13,5
301,302,0.03574538230895996,17,0,14,5
302,303,0.04090404510498047,15,2,14,7
303,304,0.03336954116821289,17,0,10,3
304,305,0.03409409523010254,15,1,14,6
305,306,0.03908824920654297,14,2,18,10
306,307,0.04320836067199707,14,0,15,8
307,308,0.03557538986206055,16,1,16,8
308,309,0.03901028633117676,14,2,23,14
309,310,0.037615299224853516,16,1,16,7
310,311,0.03219270706176758,17,0,16,7
311,312,0.03130221366882324,17,0,13,5
312,313,0.026494503021240234,16,1,13,5
313,314,0.025345563888549805,17,0,12,5
314,315,0.06550407409667969,14,1,18,8
315,316,0.03511524200439453,17,0,16,6
316,317,0.04086923599243164,13,2,16,9
317,318,0.03251838684082031,13,0,12,3
318,319,0.04130268096923828,13,2,13,7
319,320,0.03870677947998047,14,0,14,7
320,321,0.0376734733581543,14,1,18,9
321,322,0.03951668739318848,13,0,15,6
322,323,0.04141974449157715,11,2,17,7
323,324,0.03415179252624512,11,1,17,7
324,325,0.03265070915222168,13,0,14,4
325,326,0.039487600326538086,10,1,15,6
326,327,0.03417181968688965,11,0,13,5
327,328,0.035608768463134766,12,1,14,4
328,329,0.03853940963745117,13,0,17,7
329,330,0.03420376777648926,13,1,12,3
330,331,0.03410935401916504,12,1,15,6
331,332,0.03193187713623047,13,0,19,6
332,333,0.03699660301208496,12,1,21,9
333,334,0.03809499740600586,12,1,17,7
334,335,0.041999101638793945,12,1,18,8
335,336,0.03401589393615723,12,1,16,7
336,337,0.03953051567077637,9,2,18,10
337,338,0.03459978103637695,11,0,14,5
338,339,0.03502702713012695,11,0,13,5
339,340,0.04050779342651367,10,0,14,6
340,341,0.034449100494384766,8,0,16,5
341,342,0.03090071678161621,11,0,13,5
342,343,0.043778419494628906,9,2,16,5
343,344,0.029233455657958984,7,0,15,8
344,345,0.027456283569335938,8,0,21,10
345,346,0.032088279724121094,9,0,21,10
346,347,0.027832508087158203,8,2,17,7
347,348,0.029828786849975586,10,1,15,5
348,349,0.030449628829956055,5,1,16,7
349,350,0.03213953971862793,7,0,16,7
350,351,0.0334773063659668,9,0,19,10
351,352,0.037995100021362305,9,0,14,6
352,353,0.04194784164428711,6,1,18,8
353,354,0.0327451229095459,6,0,15,7
354,355,0.03777146339416504,6,1,18,9
355,356,0.033016204833984375,5,1,16,6
356,357,0.030570030212402344,4,0,14,5
357,358,0.03465580940246582,4,0,18,7
358,359,0.032546281814575195,6,0,13,4
359,360,0.032508134841918945,5,0,13,4
360,361,0.03881216049194336,5,1,16,7
361,362,0.039723873138427734,4,0,18,9
362,363,0.035422563552856445,6,0,14,7
363,364,0.039781808853149414,5,0,15,5
364,365,0.043637752532958984,0,0,15,9
365,366,0.035280704498291016,0,0,13,8
366,367,0.0379948616027832,1,0,14,11
367,368,0.0363309383392334,0,0,15,10
368,369,0.04102587699890137,1,0,16,10
369,370,0.03576350212097168,0,0,18,13
370,371,0.034818172454833984,0,0,19,13
371,372,0.03969621658325195,0,0,21,14
372,373,0.03523898124694824,0,0,21,16
373,374,0.03670477867126465,0,0,17,14
374,375,0.03342866897583008,0,0,14,10
375,376,0.03830432891845703,0,0,17,15
376,377,0.04143667221069336,0,0,17,11
377,378,0.035448551177978516,0,0,18,15
378,379,0.03338932991027832,0,0,17,12
379,380,0.03365325927734375,0,0,19,15
380,381,0.0313260555267334,0,0,20,17
381,382,0.02940964698791504,0,0,21,15
382,383,0.02507758140563965,0,0,19,16
383,384,0.03392505645751953,0,0,21,16
384,385,0.03464984893798828,0,0,18,15
385,386,0.03891301155090332,0,0,16,14
386,387,0.0382387638092041,0,0,17,12
387,388,0.03630518913269043,0,0,24,17
388,389,0.031446218490600586,0,0,20,17
389,390,0.03397822380065918,0,0,17,17
390,391,0.03275418281555176,0,0,21,16
391,392,0.033078670501708984,0,0,19,16
392,393,0.03358006477355957,0,0,21,16
393,394,0.035093069076538086,0,0,19,16
394,395,0.03255653381347656,0,0,20,17
395,396,0.03377699851989746,0,0,19,14
396,397,0.034418344497680664,0,0,21,16
397,398,0.03939628601074219,0,0,19,14
398,399,0.03662228584289551,0,0,21,18
399,400,0.038155317306518555,0,0,22,17
400,401,0.03614997863769531,0,0,20,16
401,402,0.04692721366882324,0,0,27,18
402,403,0.034384727478027344,0,0,20,18
403,404,0.03220629692077637,0,0,24,19
404,405,0.03331327438354492,0,0,28,18
405,406,0.039827823638916016,0,0,25,18
406,407,0.03976845741271973,0,0,25,18
407,408,0.04036760330200195,0,0,25,18
408,409,0.03601336479187012,0,0,24,16
409,410,0.03834986686706543,0,0,22,18
410,411,0.03985714912414551,0,0,22,15
411,412,0.03113245964050293,0,0,26,17
412,413,0.02840733528137207,0,0,23,15
413,414,0.03135967254638672,0,0,19,12
414,415,0.031778573989868164,0,0,27,16
415,416,0.031054019927978516,0,0,18,8
416,417,0.03392767906188965,0,0,22,12
417,418,0.02947688102722168,1,0,20,7
418,419,0.04017353057861328,2,0,22,6
419,420,0.02759575843811035,1,1,24,9
420,421,0.0346064567565918,1,0,24,10
421,422,0.044779300689697266,2,0,33,14
422,423,0.03481745719909668,1,0,26,10
423,424,0.03425240516662598,2,0,34,14
424,425,0.036646366119384766,0,1,30,11
425,426,0.03689384460449219,0,0,37,11
426,427,0.02960681915283203,2,0,34,10
427,428,0.04047703742980957,0,0,38,13
428,429,0.03669571876525879,1,0,34,13
429,430,0.034256696701049805,1,0,38,13
430,431,0.032392263412475586,0,1,38,11
431,432,0.03660893440246582,0,0,38,15
432,433,0.03495025634765625,0,0,37,14
433,434,0.03365516662597656,2,0,40,11
434,435,0.03938722610473633,0,0,41,14
435,436,0.03978729248046875,0,0,42,18
436,437,0.03661751747131348,0,0,35,12
437,438,0.04547452926635742,0,0,35,7
438,439,0.03899717330932617,0,0,39,11
439,440,0.03926277160644531,0,0,45,16
440,441,0.03912830352783203,1,0,35,7
441,442,0.037191152572631836,0,0,46,14
442,443,0.03722739219665527,0,0,38,14
443,444,0.03571915626525879,0,0,34,10
444,445,0.034993886947631836,0,0,38,10
445,446,0.03678750991821289,0,0,36,16
446,447,0.03789496421813965,1,0,42,13
447,448,0.03852248191833496,0,0,35,13
448,449,0.035433292388916016,0,0,41,13
449,450,0.03249692916870117,0,0,37,11
450,451,0.03797483444213867,2,0,32,12
451,452,0.029148340225219727,1,0,34,8
452,453,0.02827763557434082,0,0,34,13
453,454,0.029049158096313477,0,0,29,11
454,455,0.03570246696472168,0,0,33,16
455,456,0.029285430908203125,0,0,28,11
456,457,0.03197526931762695,0,0,24,9
457,458,0.03517317771911621,0,0,31,12
458,459,0.03664064407348633,1,0,34,14
459,460,0.029843807220458984,2,0,27,13
460,461,0.03240561485290527,0,0,26,13
461,462,0.030399560928344727,0,0,32,13
462,463,0.035085439682006836,0,0,25,9
463,464,0.03785824775695801,0,0,26,11
464,465,0.03452324867248535,0,0,34,12
465,466,0.04439377784729004,0,0,30,13
466,467,0.03390693664550781,0,0,28,9
467,468,0.0354769229888916,1,0,32,11
468,469,0.036167144775390625,0,0,33,4
469,470,0.037557363510131836,0,0,30,9
470,471,0.04030895233154297,1,0,34,6
471,472,0.044435977935791016,0,0,25,8
472,473,0.03856039047241211,0,0,29,7
473,474,0.042774200439453125,0,0,33,9
474,475,0.03568077087402344,1,0,27,6
475,476,0.03726673126220703,0,0,27,8
476,477,0.03522825241088867,0,0,29,9
477,478,0.037641286849975586,0,1,26,9
478,479,0.03688526153564453,1,0,29,9
479,480,0.03734183311462402,0,0,32,10
480,481,0.08991122245788574,1,0,27,7
481,482,0.04678225517272949,0,0,26,9
482,483,0.038373470306396484,0,1,34,9
483,484,0.02721095085144043,0,0,31,8
484,485,0.02909088134765625,0,0,29,10
485,486,0.027686357498168945,1,0,27,7
486,487,0.02968454360961914,0,0,22,8
487,488,0.03614068031311035,1,0,28,8
488,489,0.03584909439086914,0,0,30,8
489,490,0.03812098503112793,1,0,35,13
490,491,0.03717803955078125,0,0,26,9
491,492,0.03754711151123047,0,1,33,11
492,493,0.03427553176879883,0,1,23,10
493,494,0.02728581428527832,1,0,29,8
494,495,0.033780574798583984,1,0,26,7
495,496,0.03589606285095215,1,0,31,10
496,497,0.03599286079406738,0,1,34,7
497,498,0.03255724906921387,1,0,23,7
498,499,0.044118642807006836,0,1,30,8
499,500,0.03380942344665527,0,0,31,8
500,501,0.038941383361816406,3,0,28,11
501,502,0.04967546463012695,0,0,29,11
502,503,0.07970738410949707,1,0,30,10
503,504,0.04562711715698242,1,1,29,15
504,505,0.03552532196044922,0,2,30,14
505,506,0.03440403938293457,2,0,27,12
506,507,0.035222530364990234,3,0,27,9
507,508,0.04063916206359863,1,0,34,14
508,509,0.040055036544799805,1,0,30,10
509,510,0.04208707809448242,1,1,32,12
510,511,0.04085278511047363,0,1,31,14
511,512,0.037094831466674805,1,0,33,15
512,513,0.04026532173156738,1,1,29,14
513,514,0.03838610649108887,1,1,34,10
514,515,0.03796100616455078,1,1,37,13
515,516,0.030182600021362305,2,0,37,13
516,517,0.03785347938537598,2,0,29,9
517,518,0.03486371040344238,1,0,32,13
518,519,0.026881933212280273,1,0,31,13
519,520,0.030480623245239258,2,0,32,14
520,521,0.030516862869262695,1,0,32,13
521,522,0.02943873405456543,2,0,35,13
522,523,0.035884857177734375,1,0,37,14
523,524,0.039932966232299805,1,1,34,14
524,525,0.03304243087768555,1,1,39,14
525,526,0.03471946716308594,0,1,39,12
526,527,0.04089951515197754,1,1,37,13
527,528,0.04060006141662598,1,2,38,15
528,529,0.03563070297241211,1,0,43,13
529,530,0.048369646072387695,2,0,38,13
530,531,0.03647208213806152,0,0,34,15
531,532,0.04036998748779297,2,0,32,12
532,533,0.03959822654724121,0,0,35,15
533,534,0.037053823471069336,1,0,37,14
534,535,0.0448763370513916,2,1,41,15
535,536,0.035181522369384766,1,0,45,15
536,537,0.031867027282714844,1,0,31,14
537,538,0.044669151306152344,0,0,33,12
538,539,0.03353476524353027,2,0,30,7
539,540,0.03869938850402832,1,0,43,14
540,541,0.03629016876220703,2,0,40,14
541,542,0.04150676727294922,1,0,32,11
542,543,0.09089064598083496,1,1,32,9
543,544,0.04848790168762207,0,1,40,17
544,545,0.035114288330078125,0,0,14,6
545,546,0.038513898849487305,1,0,21,10
546,547,0.03566241264343262,1,0,17,9
547,548,0.03256106376647949,0,0,15,8
548,549,0.03311491012573242,0,0,20,8
549,550,0.02611064910888672,0,0,17,8
550,551,0.03083491325378418,1,0,14,4
551,552,0.027789592742919922,0,0,23,8
552,553,0.027004480361938477,0,0,17,6
553,554,0.031197786331176758,1,0,18,9
554,555,0.07745695114135742,0,0,20,7
555,556,0.07089376449584961,0,0,16,6
556,557,0.03444790840148926,1,0,21,9
557,558,0.026482105255126953,0,0,21,8
558,559,0.029506921768188477,0,0,24,9
559,560,0.03534841537475586,0,0,26,8
560,561,0.03294825553894043,0,0,22,5
561,562,0.08110618591308594,0,0,18,7
562,563,0.0762014389038086,0,0,23,9
563,564,0.052911996841430664,0,0,19,5
564,565,0.030459880828857422,0,0,15,4
565,566,0.03291583061218262,0,0,22,6
566,567,0.03392529487609863,0,0,22,9
567,568,0.03240704536437988,0,0,17,6
568,569,0.0354924201965332,0,0,17,5
569,570,0.03905034065246582,0,0,18,6
570,571,0.033101797103881836,0,0,20,6
571,572,0.03303718566894531,0,0,15,6
572,573,0.04064750671386719,0,0,19,5
573,574,0.03296661376953125,0,0,19,4
574,575,0.03254055976867676,0,0,23,4
575,576,0.035228729248046875,0,0,20,6
576,577,0.03288459777832031,0,0,18,4
577,578,0.03367805480957031,0,0,20,5
578,579,0.0274198055267334,0,0,20,4
579,580,0.026671171188354492,0,0,21,6
580,581,0.03326916694641113,0,0,21,5
581,582,0.07307720184326172,0,0,19,4
582,583,0.025665283203125,0,0,20,6
583,584,0.03448915481567383,0,0,18,3
584,585,0.030107975006103516,0,0,16,4
585,586,0.03230643272399902,0,0,16,3
586,587,0.032752275466918945,0,0,18,5
587,588,0.03208017349243164,0,0,12,2
588,589,0.02894449234008789,0,0,19,4
589,590,0.027543306350708008,0,0,20,5
590,591,0.02617168426513672,0,0,19,5
591,592,0.034296512603759766,0,0,28,6
592,593,0.03463554382324219,0,0,21,5
593,594,0.03658604621887207,0,0,15,5
594,595,0.03202366828918457,0,0,17,6
595,596,0.04012298583984375,0,0,18,8
596,597,0.04694771766662598,0,0,22,6
597,598,0.09040093421936035,0,0,18,5
598,599,0.07052159309387207,0,0,20,8
