,n,time,ids,e_ids,rejected,false_rejects
144,145,0.053510427474975586,16,1,29,19
145,146,0.09042072296142578,15,2,29,16
146,147,0.02842116355895996,17,0,26,12
147,148,0.052004098892211914,16,1,31,19
148,149,0.02591681480407715,17,0,28,15
149,150,0.05186605453491211,16,0,32,20
150,151,0.0770564079284668,15,2,36,22
151,152,0.027591228485107422,17,0,28,15
152,153,0.028777360916137695,17,0,30,17
153,154,0.1096804141998291,14,3,30,18
154,155,0.02666187286376953,17,0,31,17
155,156,0.02605438232421875,17,0,28,17
156,157,0.10142779350280762,14,3,28,16
157,158,0.02527928352355957,17,0,27,15
158,159,0.027179241180419922,17,0,25,14
159,160,0.05175280570983887,16,1,30,18
160,161,0.030646800994873047,17,0,29,19
161,162,0.024706125259399414,17,0,26,15
162,163,0.05485939979553223,16,1,27,18
163,164,0.030400753021240234,17,0,29,17
164,165,0.027887821197509766,17,0,24,13
165,166,0.02673625946044922,17,0,31,19
166,167,0.02462601661682129,17,0,31,16
167,168,0.031377553939819336,17,0,25,16
168,169,0.030510663986206055,17,0,31,18
169,170,0.02574777603149414,17,0,29,16
170,171,0.03029775619506836,17,0,30,16
171,172,0.0314328670501709,17,0,32,19
172,173,0.028415441513061523,17,0,31,17
173,174,0.08173608779907227,15,2,28,16
174,175,0.054567575454711914,16,1,32,19
175,176,0.05173206329345703,16,1,29,18
176,177,0.02681708335876465,17,0,32,19
177,178,0.05103802680969238,16,1,29,17
178,179,0.026058435440063477,17,0,29,16
179,180,0.02881598472595215,17,0,26,15
180,181,0.0326237678527832,17,0,29,17
181,182,0.030023813247680664,17,0,26,14
182,183,0.026846647262573242,17,0,29,17
183,184,0.02782154083251953,17,0,26,12
184,185,0.02634882926940918,17,0,22,11
185,186,0.05079340934753418,16,1,22,12
186,187,0.023296356201171875,17,0,21,10
187,188,0.0520329475402832,16,1,24,13
188,189,0.028269529342651367,17,0,26,14
189,190,0.025618314743041992,17,0,24,11
190,191,0.02982163429260254,17,0,19,8
191,192,0.05086398124694824,16,1,25,13
192,193,0.027258872985839844,17,0,27,13
193,194,0.02535390853881836,17,0,22,10
194,195,0.05265212059020996,16,1,22,10
195,196,0.030560016632080078,17,0,27,12
196,197,0.053836822509765625,16,1,19,7
197,198,0.02635049819946289,17,0,19,7
198,199,0.07744193077087402,15,2,24,10
199,200,0.02615666389465332,17,0,25,11
200,201,0.027128219604492188,17,0,20,7
201,202,0.02842545509338379,17,0,23,11
202,203,0.024010896682739258,17,0,23,8
203,204,0.05591416358947754,16,1,23,9
204,205,0.023531198501586914,17,0,20,8
205,206,0.028615951538085938,17,0,22,9
206,207,0.024070262908935547,17,0,20,8
207,208,0.07631850242614746,15,1,24,10
208,209,0.05142927169799805,16,1,25,10
209,210,0.05061769485473633,16,1,23,9
210,211,0.02407097816467285,17,0,23,8
211,212,0.024592876434326172,17,0,23,7
212,213,0.08260369300842285,15,2,19,8
213,214,0.025109529495239258,17,0,22,9
214,215,0.024724483489990234,17,0,22,7
215,216,0.05309104919433594,16,1,21,7
216,217,0.028830289840698242,17,0,21,8
217,218,0.0763695240020752,15,2,19,6
218,219,0.04996371269226074,16,1,16,5
219,220,0.024450302124023438,17,0,20,5
220,221,0.030361413955688477,17,0,19,4
221,222,0.02404332160949707,17,0,17,6
222,223,0.025246143341064453,17,0,17,6
223,224,0.024053335189819336,17,0,20,6
224,225,0.05249452590942383,16,1,22,8
225,226,0.05081534385681152,16,1,20,8
226,227,0.06018781661987305,16,1,21,9
227,228,0.029406309127807617,17,0,22,11
228,229,0.025333166122436523,17,0,20,8
229,230,0.028918743133544922,17,0,20,9
230,231,0.025478601455688477,17,0,16,6
231,232,0.02600240707397461,17,0,19,8
232,233,0.02782130241394043,17,0,19,8
233,234,0.022980451583862305,17,0,18,9
234,235,0.02592945098876953,17,0,21,9
235,236,0.02404165267944336,17,0,22,8
236,237,0.028470516204833984,17,0,22,10
237,238,0.025125503540039062,17,0,21,9
238,239,0.025445938110351562,17,0,19,7
239,240,0.026645183563232422,17,0,20,7
240,241,0.08063817024230957,15,2,20,10
241,242,0.05424618721008301,16,1,23,11
242,243,0.0289154052734375,17,0,16,5
243,244,0.026700735092163086,17,0,17,6
244,245,0.05263257026672363,16,1,21,10
245,246,0.03001713752746582,17,0,20,10
246,247,0.023940563201904297,17,0,20,9
247,248,0.05047154426574707,16,1,18,6
248,249,0.07643723487854004,15,2,22,10
249,250,0.024403095245361328,16,0,18,9
250,251,0.026180267333984375,16,0,18,7
251,252,0.05481767654418945,15,1,18,6
252,253,0.029375553131103516,17,0,20,6
253,254,0.030086994171142578,17,0,20,8
254,255,0.028699398040771484,17,0,16,5
255,256,0.05688309669494629,16,1,18,7
256,257,0.03000617027282715,17,0,16,6
257,258,0.030923843383789062,17,0,18,7
258,259,0.03169989585876465,16,0,16,7
259,260,0.06401777267456055,16,1,17,7
260,261,0.056502342224121094,16,1,17,8
261,262,0.05537843704223633,16,1,18,8
262,263,0.05250716209411621,16,1,18,8
263,264,0.027537822723388672,17,0,13,4
264,265,0.055535316467285156,16,1,16,7
265,266,0.02706766128540039,17,0,17,8
266,267,0.025379657745361328,17,0,16,7
267,268,0.024416208267211914,17,0,16,6
268,269,0.02457261085510254,17,0,15,7
269,270,0.02459406852722168,17,0,14,6
270,271,0.026623249053955078,17,0,15,7
271,272,0.05182647705078125,16,1,18,10
272,273,0.05109715461730957,16,1,17,9
273,274,0.0512850284576416,16,1,21,12
274,275,0.07958555221557617,15,2,18,11
275,276,0.07653260231018066,15,2,15,6
276,277,0.027077674865722656,17,0,19,9
277,278,0.023794889450073242,17,0,17,7
278,279,0.0524599552154541,16,1,16,8
279,280,0.026856184005737305,17,0,21,11
280,281,0.02457261085510254,17,0,17,6
281,282,0.02852344512939453,16,0,23,10
282,283,0.05251765251159668,16,1,19,8
283,284,0.026665925979614258,16,0,19,9
284,285,0.029778718948364258,16,0,17,9
285,286,0.08078479766845703,14,1,20,12
286,287,0.05113101005554199,16,1,20,12
287,288,0.022551774978637695,16,0,15,8
288,289,0.025271892547607422,15,0,14,7
289,290,0.02507948875427246,16,0,16,7
290,291,0.025753259658813477,15,0,12,6
291,292,0.02370476722717285,17,0,15,9
292,293,0.02814340591430664,15,0,15,8
293,294,0.05668783187866211,14,1,18,12
294,295,0.026677846908569336,15,0,14,7
295,296,0.026556730270385742,16,0,12,3
296,297,0.03010702133178711,15,0,14,8
297,298,0.04023575782775879,16,0,11,5
298,299,0.023579835891723633,15,0,17,6
299,300,0.02844524383544922,17,0,15,7
300,301,0.05062460899353027,16,1,13,5
301,302,0.02233099937438965,17,0,14,5
302,303,0.07600951194763184,15,2,14,7
303,304,0.028290271759033203,17,0,10,3
304,305,0.0500788688659668,15,1,14,6
305,306,0.0997934341430664,14,3,18,10
306,307,0.1063237190246582,14,3,15,8
307,308,0.04981088638305664,16,1,16,8
308,309,0.09977555274963379,14,2,23,14
309,310,0.04896068572998047,16,1,16,7
310,311,0.024869441986083984,17,0,16,7
311,312,0.02865767478942871,17,0,13,5
312,313,0.05530834197998047,16,1,13,5
313,314,0.02643299102783203,17,0,12,5
314,315,0.08420538902282715,14,0,18,8
315,316,0.022728443145751953,17,0,16,6
316,317,0.15332913398742676,12,4,17,10
317,318,0.025587797164916992,13,0,12,3
318,319,0.10430431365966797,13,3,13,7
319,320,0.04967808723449707,14,1,14,7
320,321,0.05285024642944336,14,1,18,9
321,322,0.025697708129882812,13,0,15,6
322,323,0.07621002197265625,11,2,17,7
323,324,0.07328581809997559,11,2,17,7
324,325,0.022963523864746094,13,0,14,4
325,326,0.07417178153991699,10,1,15,6
326,327,0.05349373817443848,11,1,13,5
327,328,0.04949378967285156,12,0,14,4
328,329,0.05199861526489258,13,1,17,7
329,330,0.07546663284301758,12,1,13,4
330,331,0.07323002815246582,12,2,15,6
331,332,0.027085542678833008,13,0,19,6
332,333,0.04984736442565918,12,1,21,9
333,334,0.06248164176940918,12,1,17,7
334,335,0.06047320365905762,12,0,18,8
335,336,0.05745053291320801,12,0,16,7
336,337,0.07596254348754883,9,0,18,10
337,338,0.027539491653442383,11,0,14,5
338,339,0.02781820297241211,11,0,13,5
339,340,0.08405113220214844,10,1,14,6
340,341,0.0505681037902832,8,0,16,5
341,342,0.025794506072998047,11,0,13,5
342,343,0.10318255424499512,9,0,16,5
343,344,0.05033159255981445,7,0,15,8
344,345,0.0777597427368164,8,1,21,10
345,346,0.05906081199645996,9,1,21,10
346,347,0.0736083984375,8,1,17,7
347,348,0.04847550392150879,10,1,15,5
348,349,0.08188724517822266,5,1,16,7
349,350,0.052384376525878906,7,0,16,7
350,351,0.027301311492919922,9,0,19,10
351,352,0.024605989456176758,9,0,14,6
352,353,0.07924771308898926,6,2,18,8
353,354,0.02579808235168457,6,0,15,7
354,355,0.10397076606750488,6,1,18,9
355,356,0.08411455154418945,5,2,16,6
356,357,0.07717156410217285,4,1,14,5
357,358,0.08104586601257324,4,2,18,7
358,359,0.0282440185546875,6,0,13,4
359,360,0.023323535919189453,5,0,13,4
360,361,0.07782173156738281,5,1,16,7
361,362,0.09012913703918457,4,1,18,9
362,363,0.026592493057250977,6,0,14,7
363,364,0.04952573776245117,5,0,15,5
364,365,0.05100297927856445,0,0,15,9
365,366,0.07615923881530762,0,0,13,8
366,367,0.09827780723571777,1,0,14,11
367,368,0.10418510437011719,0,0,15,10
368,369,0.050890445709228516,1,0,16,10
369,370,0.04995274543762207,0,0,18,13
370,371,0.05092906951904297,0,0,19,13
371,372,0.05042886734008789,0,0,21,14
372,373,0.023039579391479492,0,0,21,16
373,374,0.028121471405029297,0,0,17,14
374,375,0.02472543716430664,0,0,14,10
375,376,0.02725052833557129,0,0,17,15
376,377,0.025454044342041016,0,0,17,11
377,378,0.02268838882446289,0,0,18,15
378,379,0.024752378463745117,0,0,17,12
379,380,0.02596282958984375,0,0,19,15
380,381,0.024524450302124023,0,0,20,17
381,382,0.024641752243041992,0,0,21,15
382,383,0.02783346176147461,0,0,19,16
383,384,0.023421049118041992,0,0,21,16
384,385,0.026933908462524414,0,0,18,15
385,386,0.023396015167236328,0,0,16,14
386,387,0.025915145874023438,0,0,17,12
387,388,0.024181604385375977,0,0,24,17
388,389,0.025261640548706055,0,0,20,17
389,390,0.024454832077026367,0,0,17,17
390,391,0.02559828758239746,0,0,21,16
391,392,0.022784709930419922,0,0,19,16
392,393,0.024463653564453125,0,0,21,16
393,394,0.02448868751525879,0,0,19,16
394,395,0.025755643844604492,0,0,20,17
395,396,0.025298357009887695,0,0,19,14
396,397,0.025806188583374023,0,0,21,16
397,398,0.023555517196655273,0,0,19,14
398,399,0.025226354598999023,0,0,21,18
399,400,0.024962186813354492,0,0,22,17
400,401,0.027048110961914062,0,0,20,16
401,402,0.02303791046142578,0,0,27,18
402,403,0.029088973999023438,0,0,20,18
403,404,0.028828859329223633,0,0,24,19
404,405,0.030552148818969727,0,0,28,18
405,406,0.026608943939208984,0,0,25,18
406,407,0.02799820899963379,0,0,25,18
407,408,0.031716108322143555,0,0,25,18
408,409,0.024453401565551758,0,0,24,16
409,410,0.02739262580871582,0,0,22,18
410,411,0.026390790939331055,0,0,22,15
411,412,0.028847217559814453,0,0,26,17
412,413,0.026627779006958008,0,0,23,15
413,414,0.025568723678588867,0,0,19,12
414,415,0.02904534339904785,0,0,27,16
415,416,0.02473759651184082,0,0,18,8
416,417,0.057523488998413086,0,0,22,12
417,418,0.05566143989562988,1,0,20,7
418,419,0.05437421798706055,2,0,22,6
419,420,0.1081998348236084,1,1,24,9
420,421,0.07607746124267578,1,1,24,10
421,422,0.07828807830810547,2,0,33,14
422,423,0.0516512393951416,1,0,26,10
423,424,0.0272524356842041,2,0,34,14
424,425,0.05676078796386719,0,0,30,11
425,426,0.07744002342224121,0,0,37,11
426,427,0.053893327713012695,2,0,34,10
427,428,0.12747788429260254,0,1,38,13
428,429,0.05156397819519043,1,0,34,13
429,430,0.05569601058959961,1,0,38,13
430,431,0.05050539970397949,0,0,38,11
431,432,0.09988236427307129,0,1,38,15
432,433,0.05194902420043945,0,0,37,14
433,434,0.028736352920532227,2,0,40,11
434,435,0.07771992683410645,0,1,41,14
435,436,0.08037948608398438,0,1,42,18
436,437,0.05038332939147949,0,0,35,12
437,438,0.05188488960266113,0,1,35,7
438,439,0.0513916015625,0,0,39,11
439,440,0.051908254623413086,0,0,45,16
440,441,0.023758411407470703,1,0,35,7
441,442,0.027834653854370117,0,0,46,14
442,443,0.051573991775512695,0,1,38,14
443,444,0.028243303298950195,0,0,34,10
444,445,0.025040388107299805,0,0,38,10
445,446,0.024988889694213867,0,0,36,16
446,447,0.05290722846984863,1,0,42,13
447,448,0.05093646049499512,0,0,35,13
448,449,0.057698965072631836,0,0,41,13
449,450,0.04993486404418945,0,0,37,11
450,451,0.02382373809814453,2,0,32,12
451,452,0.02471137046813965,1,0,34,8
452,453,0.06403136253356934,0,0,34,13
453,454,0.054650306701660156,0,0,29,11
454,455,0.07460808753967285,0,1,33,16
455,456,0.05037212371826172,0,0,28,11
456,457,0.023172616958618164,0,0,24,9
457,458,0.050548553466796875,0,0,31,12
458,459,0.07967543601989746,1,1,34,14
459,460,0.027744293212890625,2,0,27,13
460,461,0.05189847946166992,0,0,26,13
461,462,0.050199270248413086,0,0,32,13
462,463,0.02358245849609375,0,0,25,9
463,464,0.054610252380371094,0,0,26,11
464,465,0.02408885955810547,0,0,34,12
465,466,0.05000567436218262,0,0,30,13
466,467,0.024416208267211914,0,0,28,9
467,468,0.0290985107421875,1,0,32,11
468,469,0.02614593505859375,0,0,33,4
469,470,0.05046272277832031,0,0,30,9
470,471,0.027739524841308594,1,0,34,6
471,472,0.05179429054260254,0,0,25,8
472,473,0.02545452117919922,0,0,29,7
473,474,0.04903745651245117,0,0,33,9
474,475,0.023365497589111328,1,0,27,6
475,476,0.0503082275390625,0,0,27,8
476,477,0.024707317352294922,0,0,29,9
477,478,0.05414533615112305,0,1,26,9
478,479,0.022980690002441406,1,0,29,9
479,480,0.028103113174438477,0,0,32,10
480,481,0.02289605140686035,1,0,27,7
481,482,0.02651524543762207,0,0,26,9
482,483,0.05456280708312988,0,1,34,9
483,484,0.0527806282043457,0,0,31,8
484,485,0.05239725112915039,0,0,29,10
485,486,0.022591829299926758,1,0,27,7
486,487,0.024498939514160156,0,0,22,8
487,488,0.02904820442199707,1,0,28,8
488,489,0.049462318420410156,0,0,30,8
489,490,0.05008292198181152,0,1,36,14
490,491,0.023296833038330078,0,0,26,9
491,492,0.05036497116088867,0,0,33,11
492,493,0.05004000663757324,0,0,23,10
493,494,0.02722001075744629,1,0,29,8
494,495,0.02463245391845703,1,0,26,7
495,496,0.053742408752441406,1,1,31,10
496,497,0.049100637435913086,0,0,34,7
497,498,0.02313518524169922,1,0,23,7
498,499,0.07505106925964355,0,1,30,8
499,500,0.05073213577270508,0,1,31,8
500,501,0.05404782295227051,3,0,28,11
501,502,0.07769656181335449,0,0,29,11
502,503,0.02465343475341797,1,0,30,10
503,504,0.05442309379577637,1,1,29,15
504,505,0.08391070365905762,0,2,30,14
505,506,0.0274960994720459,2,0,27,12
506,507,0.02463364601135254,3,0,27,9
507,508,0.07883667945861816,1,2,34,14
508,509,0.026957273483276367,1,0,30,10
509,510,0.05327033996582031,1,1,32,12
510,511,0.07642269134521484,0,2,31,14
511,512,0.07746410369873047,1,1,33,15
512,513,0.10620474815368652,1,2,29,14
513,514,0.049832820892333984,1,1,34,10
514,515,0.07470512390136719,1,1,37,13
515,516,0.027493000030517578,2,0,37,13
516,517,0.027719736099243164,2,0,29,9
517,518,0.05231046676635742,1,0,32,13
518,519,0.050261497497558594,1,1,31,13
519,520,0.08528375625610352,2,2,32,14
520,521,0.10050749778747559,2,2,31,12
521,522,0.0498957633972168,2,1,35,13
522,523,0.052736520767211914,1,1,37,14
523,524,0.07601642608642578,1,1,34,14
524,525,0.05760812759399414,1,1,39,14
525,526,0.05439352989196777,0,1,39,12
526,527,0.0535426139831543,1,1,37,13
527,528,0.07521438598632812,1,2,38,15
528,529,0.02541351318359375,1,0,43,13
529,530,0.07485651969909668,2,1,38,13
530,531,0.050423383712768555,0,1,34,15
531,532,0.055422067642211914,2,1,32,12
532,533,0.055063486099243164,0,1,35,15
533,534,0.07535290718078613,1,0,37,14
534,535,0.051946401596069336,2,1,41,15
535,536,0.051215410232543945,1,1,45,15
536,537,0.02547764778137207,1,0,31,14
537,538,0.10131049156188965,0,3,33,12
538,539,0.024842262268066406,2,0,30,7
539,540,0.024667978286743164,1,0,43,14
540,541,0.027649879455566406,2,0,40,14
541,542,0.04949831962585449,1,0,32,11
542,543,0.05395245552062988,1,1,32,9
543,544,0.05186581611633301,0,1,40,17
544,545,0.022644996643066406,0,0,14,6
545,546,0.04924964904785156,1,0,21,10
546,547,0.026620149612426758,1,0,17,9
547,548,0.023653030395507812,0,0,15,8
548,549,0.07877659797668457,0,1,20,8
549,550,0.05114293098449707,0,0,17,8
550,551,0.027054309844970703,1,0,14,4
551,552,0.026554346084594727,0,0,23,8
552,553,0.026029586791992188,0,0,17,6
553,554,0.026079893112182617,1,0,18,9
554,555,0.02385878562927246,0,0,20,7
555,556,0.0253140926361084,0,0,16,6
556,557,0.027187108993530273,1,0,21,9
557,558,0.026233911514282227,0,0,21,8
558,559,0.04935717582702637,0,0,24,9
559,560,0.025309324264526367,0,0,26,8
560,561,0.024549245834350586,0,0,22,5
561,562,0.022721529006958008,0,0,18,7
562,563,0.02486872673034668,0,0,23,9
563,564,0.02384352684020996,0,0,19,5
564,565,0.027585268020629883,0,0,15,4
565,566,0.025503873825073242,0,0,22,6
566,567,0.02564406394958496,0,0,22,9
567,568,0.024859905242919922,0,0,17,6
568,569,0.02780294418334961,0,0,17,5
569,570,0.02265191078186035,0,0,18,6
570,571,0.02582240104675293,0,0,20,6
571,572,0.02403426170349121,0,0,15,6
572,573,0.026303529739379883,0,0,19,5
573,574,0.0233457088470459,0,0,19,4
574,575,0.024268150329589844,0,0,23,4
575,576,0.022479534149169922,0,0,20,6
576,577,0.02710437774658203,0,0,18,4
577,578,0.022577285766601562,0,0,20,5
578,579,0.023907899856567383,0,0,20,4
579,580,0.025310277938842773,0,0,21,6
580,581,0.02530956268310547,0,0,21,5
581,582,0.024721145629882812,0,0,19,4
582,583,0.026044845581054688,0,0,20,6
583,584,0.02363109588623047,0,0,18,3
584,585,0.023693561553955078,0,0,16,4
585,586,0.026175498962402344,0,0,16,3
586,587,0.024092912673950195,0,0,18,5
587,588,0.021392822265625,0,0,12,2
588,589,0.023172616958618164,0,0,19,4
589,590,0.023050308227539062,0,0,20,5
590,591,0.025338411331176758,0,0,19,5
591,592,0.023624897003173828,0,0,28,6
592,593,0.026042938232421875,0,0,21,5
593,594,0.02348613739013672,0,0,15,5
594,595,0.025847434997558594,0,0,17,6
595,596,0.023096561431884766,0,0,18,8
596,597,0.02207350730895996,0,0,22,6
597,598,0.023751497268676758,0,0,18,5
598,599,0.024747848510742188,0,0,20,8
