,n,time,ids,e_ids,rejected,false_rejects
64,65,0.026176929473876953,17,0,15,5
65,66,0.07755184173583984,16,1,13,4
66,67,0.039528846740722656,17,0,16,6
67,68,0.025200605392456055,17,0,15,6
68,69,0.13528180122375488,15,1,18,8
69,70,0.0271148681640625,17,0,14,4
70,71,0.026795625686645508,17,0,17,7
71,72,0.08011937141418457,16,0,17,8
72,73,0.029196977615356445,17,0,17,6
73,74,0.02869415283203125,17,0,18,8
74,75,0.029061317443847656,17,0,16,6
75,76,0.025789260864257812,17,0,13,6
76,77,0.026628494262695312,17,0,17,9
77,78,0.028907060623168945,17,0,17,7
78,79,0.027057409286499023,17,0,18,8
79,80,0.026154279708862305,17,0,15,6
80,81,0.0812232494354248,16,0,18,9
81,82,0.030916929244995117,17,0,20,10
82,83,0.08553123474121094,16,1,18,8
83,84,0.027077674865722656,16,0,19,11
84,85,0.08226513862609863,16,1,21,11
85,86,0.07976794242858887,16,0,24,15
86,87,0.07867169380187988,16,1,18,10
87,88,0.1391909122467041,15,2,23,14
88,89,0.026700735092163086,17,0,22,12
89,90,0.026256561279296875,17,0,19,10
90,91,0.027373552322387695,16,0,22,13
91,92,0.02623152732849121,16,0,24,14
92,93,0.08020257949829102,14,1,22,14
93,94,0.026953697204589844,16,0,24,14
94,95,0.03004312515258789,17,0,24,13
95,96,0.025357484817504883,17,0,22,10
96,97,0.1322338581085205,15,1,27,16
97,98,0.026646137237548828,17,0,22,13
98,99,0.19006991386413574,14,2,29,15
99,100,0.027437448501586914,17,0,30,17
100,101,0.07838988304138184,16,0,28,15
101,102,0.08028054237365723,16,1,29,15
102,103,0.08145618438720703,16,1,23,12
103,104,0.035117149353027344,17,0,27,15
104,105,0.18612027168273926,14,3,24,14
105,106,0.07993245124816895,16,1,26,16
106,107,0.1324775218963623,15,1,25,15
107,108,0.02883148193359375,17,0,25,14
108,109,0.0270233154296875,17,0,23,13
109,110,0.026434659957885742,17,0,24,13
110,111,0.08321738243103027,16,1,25,14
111,112,0.02987384796142578,17,0,22,14
112,113,0.030948400497436523,17,0,23,12
113,114,0.028609514236450195,17,0,21,12
114,115,0.0781710147857666,16,1,21,12
115,116,0.08086133003234863,16,1,21,13
116,117,0.08553957939147949,16,0,27,17
117,118,0.029425621032714844,17,0,29,20
118,119,0.026354551315307617,17,0,25,14
119,120,0.07758474349975586,16,1,27,17
120,121,0.027164697647094727,17,0,28,17
121,122,0.027271509170532227,17,0,26,15
122,123,0.026099443435668945,17,0,23,11
123,124,0.0315701961517334,17,0,27,17
124,125,0.03005218505859375,17,0,29,17
125,126,0.027513504028320312,17,0,32,19
126,127,0.08705973625183105,16,1,28,15
127,128,0.08358597755432129,16,1,30,20
128,129,0.13267278671264648,15,2,30,20
129,130,0.07927107810974121,16,1,30,19
130,131,0.1858067512512207,14,3,35,24
131,132,0.08145999908447266,16,1,30,19
132,133,0.13594841957092285,14,2,34,22
133,134,0.0822148323059082,15,1,31,19
134,135,0.19384169578552246,14,2,34,23
135,136,0.08414530754089355,16,1,32,20
136,137,0.13380694389343262,15,2,32,19
137,138,0.027833938598632812,17,0,35,23
138,139,0.028176069259643555,17,0,33,20
139,140,0.08167290687561035,16,0,36,24
140,141,0.02624678611755371,17,0,29,21
141,142,0.02974224090576172,17,0,27,17
142,143,0.08185863494873047,16,1,36,26
143,144,0.02781963348388672,17,0,28,18
144,145,0.07938647270202637,16,1,29,19
145,146,0.13039231300354004,15,2,29,16
146,147,0.03142189979553223,17,0,26,12
147,148,0.08060836791992188,16,1,31,19
148,149,0.02710580825805664,17,0,28,15
149,150,0.0784759521484375,16,1,32,20
150,151,0.13489222526550293,15,2,36,22
151,152,0.02839946746826172,17,0,28,15
152,153,0.02792835235595703,17,0,30,17
153,154,0.18776750564575195,14,2,30,18
154,155,0.030092239379882812,17,0,31,17
155,156,0.029839754104614258,17,0,28,17
156,157,0.18337559700012207,14,3,28,16
157,158,0.031042814254760742,17,0,27,15
158,159,0.028562307357788086,17,0,25,14
159,160,0.0808258056640625,16,1,30,18
160,161,0.036077260971069336,17,0,29,19
161,162,0.02959442138671875,17,0,26,15
162,163,0.08462762832641602,16,0,27,18
163,164,0.03268742561340332,17,0,29,17
164,165,0.028972148895263672,17,0,24,13
165,166,0.02695631980895996,17,0,31,19
166,167,0.026499271392822266,17,0,31,16
167,168,0.027443647384643555,17,0,25,16
168,169,0.028788089752197266,17,0,31,18
169,170,0.02666449546813965,17,0,29,16
170,171,0.02833390235900879,17,0,30,16
171,172,0.0301969051361084,17,0,32,19
172,173,0.025679588317871094,17,0,31,17
173,174,0.13498735427856445,15,2,28,16
174,175,0.08442068099975586,16,1,32,19
175,176,0.08664560317993164,16,1,29,18
176,177,0.028842926025390625,17,0,32,19
177,178,0.0804741382598877,16,1,29,17
178,179,0.03245091438293457,17,0,29,16
179,180,0.027792930603027344,17,0,26,15
180,181,0.03168034553527832,17,0,29,17
181,182,0.025916337966918945,17,0,26,14
182,183,0.02786111831665039,17,0,29,17
183,184,0.029755592346191406,17,0,26,12
184,185,0.025082826614379883,17,0,22,11
185,186,0.08009028434753418,16,1,22,12
186,187,0.025964021682739258,17,0,21,10
187,188,0.08374238014221191,16,1,24,13
188,189,0.027620315551757812,17,0,26,14
189,190,0.02963566780090332,17,0,24,11
190,191,0.0293729305267334,17,0,19,8
191,192,0.08087348937988281,16,1,25,13
192,193,0.04073810577392578,17,0,27,13
193,194,0.03115701675415039,17,0,22,10
194,195,0.08449149131774902,16,1,22,10
195,196,0.026450157165527344,17,0,27,12
196,197,0.08518791198730469,16,1,19,7
197,198,0.030416011810302734,17,0,19,7
198,199,0.13428163528442383,15,2,24,10
199,200,0.02506852149963379,17,0,25,11
200,201,0.029458045959472656,17,0,20,7
201,202,0.026277780532836914,17,0,23,11
202,203,0.027699708938598633,17,0,23,8
203,204,0.027347803115844727,17,0,22,8
204,205,0.026332378387451172,17,0,20,8
205,206,0.027907371520996094,17,0,22,9
206,207,0.025842905044555664,17,0,20,8
207,208,0.13109803199768066,15,2,24,10
208,209,0.08057427406311035,16,0,25,10
209,210,0.08083486557006836,16,1,23,9
210,211,0.0294034481048584,17,0,23,8
211,212,0.028931140899658203,17,0,23,7
212,213,0.13361740112304688,15,2,19,8
213,214,0.0276486873626709,17,0,22,9
214,215,0.028346538543701172,17,0,22,7
215,216,0.0830373764038086,16,1,21,7
216,217,0.030452251434326172,17,0,21,8
217,218,0.1362154483795166,15,1,19,6
218,219,0.08267855644226074,16,0,16,5
219,220,0.027646303176879883,17,0,20,5
220,221,0.02449321746826172,17,0,19,4
221,222,0.02666473388671875,17,0,17,6
222,223,0.026370525360107422,17,0,17,6
223,224,0.026708364486694336,17,0,20,6
224,225,0.08167695999145508,16,1,22,8
225,226,0.0791311264038086,16,1,20,8
226,227,0.0771486759185791,16,1,21,9
227,228,0.026962995529174805,17,0,22,11
228,229,0.02602076530456543,17,0,20,8
229,230,0.026094913482666016,17,0,20,9
230,231,0.028650999069213867,17,0,16,6
231,232,0.029135704040527344,17,0,19,8
232,233,0.030999422073364258,17,0,19,8
233,234,0.030269145965576172,17,0,18,9
234,235,0.028121471405029297,17,0,21,9
235,236,0.028446435928344727,17,0,22,8
236,237,0.025589704513549805,17,0,22,10
237,238,0.02936244010925293,17,0,21,9
238,239,0.028101682662963867,17,0,19,7
239,240,0.029082775115966797,17,0,20,7
240,241,0.14225077629089355,15,2,20,10
241,242,0.08141255378723145,16,1,23,11
242,243,0.03546285629272461,17,0,16,5
243,244,0.03800153732299805,17,0,17,6
244,245,0.08157038688659668,16,1,21,10
245,246,0.028174161911010742,17,0,20,10
246,247,0.02825140953063965,17,0,20,9
247,248,0.08262085914611816,16,1,18,6
248,249,0.13131093978881836,15,1,22,10
249,250,0.027767658233642578,16,0,18,9
250,251,0.02922534942626953,16,0,18,7
251,252,0.08147096633911133,15,0,18,6
252,253,0.028552532196044922,17,0,20,6
253,254,0.026882171630859375,17,0,20,8
254,255,0.027776241302490234,17,0,16,5
255,256,0.0809931755065918,16,1,18,7
256,257,0.026851177215576172,17,0,16,6
257,258,0.02945232391357422,17,0,18,7
258,259,0.029748201370239258,16,0,16,7
259,260,0.0812535285949707,16,1,17,7
260,261,0.08067989349365234,16,1,17,8
261,262,0.08208465576171875,16,0,18,8
262,263,0.0804753303527832,16,1,18,8
263,264,0.029821157455444336,17,0,13,4
264,265,0.07854628562927246,16,1,16,7
265,266,0.025231361389160156,17,0,17,8
266,267,0.026784181594848633,17,0,16,7
267,268,0.028964519500732422,17,0,16,6
268,269,0.024673938751220703,17,0,15,7
269,270,0.027690649032592773,17,0,14,6
270,271,0.03381991386413574,17,0,15,7
271,272,0.0823676586151123,16,1,18,10
272,273,0.07876777648925781,16,1,17,9
273,274,0.0782163143157959,16,1,21,12
274,275,0.13691067695617676,15,2,18,11
275,276,0.1324462890625,15,2,15,6
276,277,0.027415990829467773,17,0,19,9
277,278,0.027456998825073242,17,0,17,7
278,279,0.07679557800292969,16,1,16,8
279,280,0.026694774627685547,17,0,21,11
280,281,0.025780200958251953,17,0,17,6
281,282,0.027875185012817383,16,0,23,10
282,283,0.07865047454833984,16,1,19,8
283,284,0.025543212890625,16,0,19,9
284,285,0.02809619903564453,16,0,17,9
285,286,0.1322636604309082,14,0,20,12
286,287,0.09139132499694824,16,1,20,12
287,288,0.026201248168945312,16,0,15,8
288,289,0.02813434600830078,15,0,14,7
289,290,0.02565622329711914,16,0,16,7
290,291,0.02814006805419922,15,0,12,6
291,292,0.02607131004333496,17,0,15,9
292,293,0.024333953857421875,15,0,15,8
293,294,0.07915258407592773,14,1,18,12
294,295,0.028368234634399414,15,0,14,7
295,296,0.026607513427734375,16,0,12,3
296,297,0.026897192001342773,15,0,14,8
297,298,0.026222705841064453,16,0,11,5
298,299,0.024468183517456055,15,0,17,6
299,300,0.029634952545166016,17,0,15,7
300,301,0.0813753604888916,16,0,13,5
301,302,0.025998353958129883,17,0,14,5
302,303,0.12950754165649414,15,1,14,7
303,304,0.02346062660217285,17,0,10,3
304,305,0.07724142074584961,15,0,14,6
305,306,0.1811656951904297,14,2,18,10
306,307,0.18233442306518555,14,2,15,8
307,308,0.07802772521972656,16,1,16,8
308,309,0.18033933639526367,14,3,23,14
309,310,0.07849287986755371,16,1,16,7
310,311,0.027141809463500977,17,0,16,7
311,312,0.0299990177154541,17,0,13,5
312,313,0.07717251777648926,16,0,13,5
313,314,0.028730154037475586,17,0,12,5
314,315,0.1341249942779541,14,1,18,8
315,316,0.025899410247802734,17,0,16,6
316,317,0.23264026641845703,13,4,16,9
317,318,0.027246713638305664,13,0,12,3
318,319,0.17859697341918945,13,3,13,7
319,320,0.07496500015258789,14,0,14,7
320,321,0.08285832405090332,14,0,18,9
321,322,0.02564716339111328,13,0,15,6
322,323,0.1291804313659668,11,1,17,7
323,324,0.12944769859313965,11,1,17,7
324,325,0.029818296432495117,13,0,14,4
325,326,0.12991905212402344,10,1,15,6
326,327,0.08039426803588867,11,1,13,5
327,328,0.08226633071899414,12,0,14,4
328,329,0.07878398895263672,13,1,17,7
329,330,0.07778310775756836,13,1,12,3
330,331,0.13081908226013184,12,2,15,6
331,332,0.028863906860351562,13,0,19,6
332,333,0.08212494850158691,12,0,21,9
333,334,0.07545638084411621,12,1,17,7
334,335,0.07920432090759277,12,0,18,8
335,336,0.07616662979125977,12,0,16,7
336,337,0.1289958953857422,9,1,18,10
337,338,0.027936220169067383,11,0,14,5
338,339,0.02543926239013672,11,0,13,5
339,340,0.12806916236877441,10,0,14,6
340,341,0.07927656173706055,8,0,16,5
341,342,0.02680683135986328,11,0,13,5
342,343,0.1824641227722168,9,0,16,5
343,344,0.07948136329650879,7,0,15,8
344,345,0.13798975944519043,8,2,21,10
345,346,0.08112978935241699,9,1,21,10
346,347,0.13306307792663574,8,0,17,7
347,348,0.07609915733337402,10,0,15,5
348,349,0.1262376308441162,5,0,16,7
349,350,0.07896542549133301,7,1,16,7
350,351,0.0242769718170166,9,0,19,10
351,352,0.030222415924072266,9,0,14,6
352,353,0.13098812103271484,6,1,18,8
353,354,0.026377439498901367,6,0,15,7
354,355,0.18778610229492188,6,1,18,9
355,356,0.14212608337402344,5,2,16,6
356,357,0.13190937042236328,4,2,14,5
357,358,0.1307690143585205,4,0,18,7
358,359,0.026401996612548828,6,0,13,4
359,360,0.029422521591186523,5,0,13,4
360,361,0.1301267147064209,5,1,16,7
361,362,0.13794231414794922,4,1,18,9
362,363,0.030512094497680664,6,0,14,7
363,364,0.08163690567016602,5,1,15,5
364,365,0.08312630653381348,0,0,15,9
365,366,0.13802576065063477,0,0,13,8
366,367,0.18328213691711426,1,0,14,11
367,368,0.18297481536865234,0,0,15,10
368,369,0.08077239990234375,1,0,16,10
369,370,0.08021426200866699,0,0,18,13
370,371,0.08016252517700195,0,0,19,13
371,372,0.08209371566772461,0,0,21,14
372,373,0.02442002296447754,0,0,21,16
373,374,0.028006315231323242,0,0,17,14
374,375,0.028712987899780273,0,0,14,10
375,376,0.02516961097717285,0,0,17,15
376,377,0.026379108428955078,0,0,17,11
377,378,0.02803349494934082,0,0,18,15
378,379,0.028406620025634766,0,0,17,12
379,380,0.026342153549194336,0,0,19,15
380,381,0.02427196502685547,0,0,20,17
381,382,0.02658224105834961,0,0,21,15
382,383,0.02506089210510254,0,0,19,16
383,384,0.028089523315429688,0,0,21,16
384,385,0.02861189842224121,0,0,18,15
385,386,0.026211977005004883,0,0,16,14
386,387,0.03003072738647461,0,0,17,12
387,388,0.029621124267578125,0,0,24,17
388,389,0.029044151306152344,0,0,20,17
389,390,0.026253461837768555,0,0,17,17
390,391,0.02587437629699707,0,0,21,16
391,392,0.02417588233947754,0,0,19,16
392,393,0.02623748779296875,0,0,21,16
393,394,0.024256467819213867,0,0,19,16
394,395,0.028898000717163086,0,0,20,17
395,396,0.025275230407714844,0,0,19,14
396,397,0.02710747718811035,0,0,21,16
397,398,0.02564382553100586,0,0,19,14
398,399,0.024609804153442383,0,0,21,18
399,400,0.025343894958496094,0,0,22,17
400,401,0.02637195587158203,0,0,20,16
401,402,0.029117584228515625,0,0,27,18
402,403,0.025189638137817383,0,0,20,18
403,404,0.02686142921447754,0,0,24,19
404,405,0.027643442153930664,0,0,28,18
405,406,0.024448156356811523,0,0,25,18
406,407,0.028266429901123047,0,0,25,18
407,408,0.026194095611572266,0,0,25,18
408,409,0.025895118713378906,0,0,24,16
409,410,0.02895951271057129,0,0,22,18
410,411,0.024592161178588867,0,0,22,15
411,412,0.027131319046020508,0,0,26,17
412,413,0.026251554489135742,0,0,23,15
413,414,0.02809286117553711,0,0,19,12
414,415,0.02692413330078125,0,0,27,16
415,416,0.025398731231689453,0,0,18,8
416,417,0.07895016670227051,0,1,22,12
417,418,0.07704758644104004,1,0,20,7
418,419,0.07642483711242676,2,0,22,6
419,420,0.18604087829589844,1,0,24,9
420,421,0.12958574295043945,1,0,24,10
421,422,0.13372325897216797,2,0,33,14
422,423,0.07928800582885742,1,0,26,10
423,424,0.025109291076660156,2,0,34,14
424,425,0.0814216136932373,0,0,30,11
425,426,0.13126897811889648,0,0,37,11
426,427,0.08398866653442383,2,0,34,10
427,428,0.2382056713104248,0,0,38,13
428,429,0.07752704620361328,1,0,34,13
429,430,0.0790407657623291,1,0,38,13
430,431,0.07708501815795898,0,0,38,11
431,432,0.18992018699645996,0,0,38,15
432,433,0.07924294471740723,0,0,37,14
433,434,0.028249025344848633,2,0,40,11
434,435,0.13190531730651855,0,0,41,14
435,436,0.13214659690856934,0,0,42,18
436,437,0.0797262191772461,0,0,35,12
437,438,0.08387207984924316,0,1,35,7
438,439,0.08156466484069824,0,0,39,11
439,440,0.0814058780670166,0,0,45,16
440,441,0.027429819107055664,1,0,35,7
441,442,0.031179189682006836,0,0,46,14
442,443,0.07988142967224121,0,0,38,14
443,444,0.027530670166015625,0,0,34,10
444,445,0.02684187889099121,0,0,38,10
445,446,0.02573084831237793,0,0,36,16
446,447,0.08063888549804688,1,0,42,13
447,448,0.07853436470031738,0,0,35,13
448,449,0.08171558380126953,0,0,41,13
449,450,0.07717108726501465,0,0,37,11
450,451,0.02861618995666504,2,0,32,12
451,452,0.028110504150390625,1,0,34,8
452,453,0.08301901817321777,0,0,34,13
453,454,0.08453083038330078,0,0,29,11
454,455,0.13705730438232422,0,0,33,16
455,456,0.08063507080078125,0,0,28,11
456,457,0.03213000297546387,0,0,24,9
457,458,0.08341217041015625,0,0,31,12
458,459,0.13724803924560547,1,0,34,14
459,460,0.02772212028503418,2,0,27,13
460,461,0.0806424617767334,0,0,26,13
461,462,0.08436751365661621,0,0,32,13
462,463,0.02916693687438965,0,0,25,9
463,464,0.08215141296386719,0,0,26,11
464,465,0.028685808181762695,0,0,34,12
465,466,0.08343768119812012,0,0,30,13
466,467,0.026819944381713867,0,0,28,9
467,468,0.02471923828125,1,0,32,11
468,469,0.027379989624023438,0,0,33,4
469,470,0.08134341239929199,0,0,30,9
470,471,0.02403736114501953,1,0,34,6
471,472,0.08047270774841309,0,0,25,8
472,473,0.02998208999633789,0,0,29,7
473,474,0.08098530769348145,0,0,33,9
474,475,0.023808956146240234,1,0,27,6
475,476,0.08060288429260254,0,0,27,8
476,477,0.028415679931640625,0,0,29,9
477,478,0.0819082260131836,0,0,26,9
478,479,0.025415420532226562,1,0,29,9
479,480,0.027927160263061523,0,0,32,10
480,481,0.027241230010986328,1,0,27,7
481,482,0.027195215225219727,0,0,26,9
482,483,0.08224773406982422,0,0,34,9
483,484,0.08174800872802734,0,0,31,8
484,485,0.08077692985534668,0,0,29,10
485,486,0.025979995727539062,1,0,27,7
486,487,0.029961347579956055,0,0,22,8
487,488,0.028604507446289062,1,0,28,8
488,489,0.07964563369750977,0,0,30,8
489,490,0.027671337127685547,1,0,35,13
490,491,0.028824329376220703,0,0,26,9
491,492,0.07892727851867676,0,0,33,11
492,493,0.08013749122619629,0,0,23,10
493,494,0.024352312088012695,1,0,29,8
494,495,0.02701711654663086,1,0,26,7
495,496,0.07725024223327637,1,0,31,10
496,497,0.0780186653137207,0,0,34,7
497,498,0.025257587432861328,1,0,23,7
498,499,0.1279129981994629,0,0,30,8
499,500,0.08276486396789551,0,0,31,8
500,501,0.07927489280700684,3,0,28,11
501,502,0.13201212882995605,0,0,29,11
502,503,0.026218891143798828,1,0,30,10
503,504,0.07767438888549805,1,0,29,15
504,505,0.1321244239807129,0,0,30,14
505,506,0.02948904037475586,2,0,27,12
506,507,0.029337644577026367,3,0,27,9
507,508,0.1336681842803955,1,0,34,14
508,509,0.025729656219482422,1,0,30,10
509,510,0.0831596851348877,1,0,32,12
510,511,0.1336376667022705,0,1,31,14
511,512,0.13300514221191406,1,0,33,15
512,513,0.18215513229370117,1,1,29,14
513,514,0.08509516716003418,1,1,34,10
514,515,0.13411211967468262,1,0,37,13
515,516,0.028512954711914062,2,0,37,13
516,517,0.026581287384033203,2,0,29,9
517,518,0.07799434661865234,1,0,32,13
518,519,0.07942080497741699,1,0,31,13
519,520,0.12918543815612793,2,0,32,14
520,521,0.2444314956665039,1,0,32,13
521,522,0.0782785415649414,2,0,35,13
522,523,0.0806436538696289,1,0,37,14
523,524,0.1332559585571289,1,0,34,14
524,525,0.0806126594543457,1,0,39,14
525,526,0.07921314239501953,0,0,39,12
526,527,0.0766756534576416,1,0,37,13
527,528,0.13394808769226074,1,0,38,15
528,529,0.028572797775268555,1,0,43,13
529,530,0.1338517665863037,2,0,38,13
530,531,0.07956695556640625,0,1,34,15
531,532,0.07830548286437988,2,0,32,12
532,533,0.07966470718383789,0,1,35,15
533,534,0.13506126403808594,1,0,37,14
534,535,0.08385658264160156,2,0,41,15
535,536,0.080169677734375,1,0,45,15
536,537,0.02819347381591797,1,0,31,14
537,538,0.1882021427154541,0,0,33,12
538,539,0.02868199348449707,2,0,30,7
539,540,0.02896571159362793,1,0,43,14
540,541,0.030828475952148438,2,0,40,14
541,542,0.0839231014251709,1,1,32,11
542,543,0.08661890029907227,1,0,32,9
543,544,0.08315920829772949,0,1,40,17
544,545,0.02782273292541504,0,0,14,6
545,546,0.08495736122131348,1,0,21,10
546,547,0.023458003997802734,1,0,17,9
547,548,0.027358531951904297,0,0,15,8
548,549,0.1326613426208496,0,0,20,8
549,550,0.07694864273071289,0,0,17,8
550,551,0.026864051818847656,1,0,14,4
551,552,0.0254824161529541,0,0,23,8
552,553,0.02562999725341797,0,0,17,6
553,554,0.02536463737487793,1,0,18,9
554,555,0.02413010597229004,0,0,20,7
555,556,0.0252840518951416,0,0,16,6
556,557,0.02601480484008789,1,0,21,9
557,558,0.027250051498413086,0,0,21,8
558,559,0.0782463550567627,0,0,24,9
559,560,0.02497386932373047,0,0,26,8
560,561,0.0252685546875,0,0,22,5
561,562,0.025192737579345703,0,0,18,7
562,563,0.027895450592041016,0,0,23,9
563,564,0.024359464645385742,0,0,19,5
564,565,0.026555776596069336,0,0,15,4
565,566,0.028519153594970703,0,0,22,6
566,567,0.02705073356628418,0,0,22,9
567,568,0.029370784759521484,0,0,17,6
568,569,0.028902530670166016,0,0,17,5
569,570,0.030237913131713867,0,0,18,6
570,571,0.027271747589111328,0,0,20,6
571,572,0.027590274810791016,0,0,15,6
572,573,0.027785539627075195,0,0,19,5
573,574,0.028160572052001953,0,0,19,4
574,575,0.02775716781616211,0,0,23,4
575,576,0.023138761520385742,0,0,20,6
576,577,0.027553081512451172,0,0,18,4
577,578,0.024265527725219727,0,0,20,5
578,579,0.029934406280517578,0,0,20,4
579,580,0.02463221549987793,0,0,21,6
580,581,0.025305986404418945,0,0,21,5
581,582,0.026766061782836914,0,0,19,4
582,583,0.023418426513671875,0,0,20,6
583,584,0.025288105010986328,0,0,18,3
584,585,0.0264890193939209,0,0,16,4
585,586,0.029514789581298828,0,0,16,3
586,587,0.02600550651550293,0,0,18,5
587,588,0.023952484130859375,0,0,12,2
588,589,0.025908231735229492,0,0,19,4
589,590,0.024128198623657227,0,0,20,5
590,591,0.02415156364440918,0,0,19,5
591,592,0.026912689208984375,0,0,28,6
592,593,0.028385639190673828,0,0,21,5
593,594,0.029340028762817383,0,0,15,5
594,595,0.02547621726989746,0,0,17,6
595,596,0.028803348541259766,0,0,18,8
596,597,0.024756908416748047,0,0,22,6
597,598,0.024898052215576172,0,0,18,5
598,599,0.023041486740112305,0,0,20,8
